2015-05-20 6:23:17 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:23:25 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:24:23 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:25:26 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:25:52 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:42:38 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:51:34 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:52:42 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:55:15 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 6:55:15 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:55:42 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 6:55:42 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 6:59:14 - PHP Notice:  Array to string conversion in /var/www/html/quickmusic/system/helper/quickTool.php on line 79
2015-05-20 7:28:21 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:28:21 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:30:10 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:30:10 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:31:17 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:31:17 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:34:01 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
